mode,metadata_field,count,answerable_count,multi_hop_count,null_count,permission_count,permission_allowed_count,permission_denied_count,table_structured_count,filter_preflight_pass_rate,mrr_at_10,ndcg_at_10,forbidden_top1_rate,empty_result_rate,top1_mojibake_rate,latency_p50_ms,latency_p95_ms,recall_at_1,term_hit_rate_at_1,success_at_1,multi_hop_group_coverage_at_1,multi_hop_all_groups_at_1,null_rejection_at_1,permission_safe_at_1,permission_leak_at_1,permission_allowed_recall_at_1,protected_hit_count_at_1,sensitive_term_leak_at_1,all_required_documents_at_1,table_structured_success_at_1,recall_at_3,term_hit_rate_at_3,success_at_3,multi_hop_group_coverage_at_3,multi_hop_all_groups_at_3,null_rejection_at_3,permission_safe_at_3,permission_leak_at_3,permission_allowed_recall_at_3,protected_hit_count_at_3,sensitive_term_leak_at_3,all_required_documents_at_3,table_structured_success_at_3,recall_at_5,term_hit_rate_at_5,success_at_5,multi_hop_group_coverage_at_5,multi_hop_all_groups_at_5,null_rejection_at_5,permission_safe_at_5,permission_leak_at_5,permission_allowed_recall_at_5,protected_hit_count_at_5,sensitive_term_leak_at_5,all_required_documents_at_5,table_structured_success_at_5,recall_at_10,term_hit_rate_at_10,success_at_10,multi_hop_group_coverage_at_10,multi_hop_all_groups_at_10,null_rejection_at_10,permission_safe_at_10,permission_leak_at_10,permission_allowed_recall_at_10,protected_hit_count_at_10,sensitive_term_leak_at_10,all_required_documents_at_10,table_structured_success_at_10
filter_drop_project_name,lifecycle_status,40,40,0,0,0,0,0,0,1.0,0.8210714285714286,0.865724432132158,0.0,0.0,0.0,12.784,22.151,0.7,0.7125,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.925,0.0,0.9,0.925,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.95,0.0,0.975,0.975,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.975,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_project_name,project_name,80,50,0,30,0,0,0,0,1.0,0.7800238095238096,0.8344816846004193,0.0,0.0,0.0,8.81,42.274,0.64,0.65,0.775,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.9625,0.0,0.88,0.9066666666666666,0.925,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.975,0.0,0.96,0.96,0.975,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.9875,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_project_name,source,30,30,0,0,0,0,0,0,1.0,0.7344444444444445,0.8019167819698634,0.0,0.0,0.0,14.575,20.088,0.5333333333333333,0.55,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9,0.9444444444444444,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_project_name,source_code,10,10,0,0,0,0,0,0,1.0,0.9125,0.9315464876785728,0.0,0.0,0.0,36.572,72.402,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_project_name,year,70,40,0,30,0,0,0,0,1.0,0.7789583333333333,0.8343242083970408,0.0,0.0,0.0,7.565,42.759,0.625,0.6375,0.7857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9,0.9333333333333333,0.9428571428571428,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.975,0.975,0.9857142857142858,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_source,as_of_date,30,30,0,0,0,0,0,0,1.0,0.8333333333333334,0.8759287130382329,0.0,0.0,0.0,10.045,11.087,0.7,0.7166666666666667,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_source,document_type,90,60,0,30,0,0,0,0,1.0,0.9166666666666666,0.9379643565191165,0.0,0.0,0.0,3.513,11.018,0.85,0.8583333333333333,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9666666666666667,0.9833333333333333,0.9777777777777777,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_source,document_version,10,10,0,0,0,0,0,0,1.0,0.85,0.8892789260714372,0.0,0.0,0.0,3.108,3.697,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_source,effective_status,30,30,0,0,0,0,0,0,1.0,0.8333333333333334,0.8759287130382329,0.0,0.0,0.0,10.045,11.087,0.7,0.7166666666666667,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_source,lifecycle_status,40,40,0,0,0,0,0,0,1.0,0.8375,0.879266266296534,0.0,0.0,0.0,9.297,11.043,0.7,0.7125,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.925,0.0,0.95,0.975,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_source,project_name,80,50,0,30,0,0,0,0,1.0,0.95,0.9630929753571458,0.0,0.0,0.0,3.181,4.062,0.9,0.9,0.9375,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.9375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_source,source,30,30,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,3.513,4.427,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_source,source_code,10,10,0,0,0,0,0,0,1.0,0.9,0.9261859507142916,0.0,0.0,0.0,3.363,4.374,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_source,year,70,40,0,30,0,0,0,0,1.0,0.975,0.9815464876785729,0.0,0.0,0.0,3.181,4.224,0.95,0.95,0.9714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.9714285714285714,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_year,as_of_date,30,30,0,0,0,0,0,0,1.0,0.8333333333333334,0.8759287130382329,0.0,0.0,0.0,30.94,36.517,0.7,0.7166666666666667,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_year,document_type,90,60,0,30,0,0,0,0,1.0,0.9166666666666666,0.9379643565191165,0.0,0.0,0.0,13.465,35.008,0.85,0.8583333333333333,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9666666666666667,0.9833333333333333,0.6444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_year,document_version,10,10,0,0,0,0,0,0,1.0,0.85,0.8892789260714372,0.0,0.0,0.0,11.046,12.258,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_year,effective_status,30,30,0,0,0,0,0,0,1.0,0.8333333333333334,0.8759287130382329,0.0,0.0,0.0,30.94,36.517,0.7,0.7166666666666667,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_year,lifecycle_status,40,40,0,0,0,0,0,0,1.0,0.8375,0.879266266296534,0.0,0.0,0.0,27.916,36.407,0.7,0.7125,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.925,0.0,0.95,0.975,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
filter_drop_year,project_name,80,50,0,30,0,0,0,0,1.0,0.94,0.9557115704285749,0.0,0.0,0.0,12.279,14.681,0.88,0.88,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.925,0.0,1.0,1.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
